Group Name,Site Name,DC Voltage,Battery Bank Current,Temperature,Power Source,Power State,Solar Source Voltage,Solar Source Current,AC Phase A Voltage,AC Phase B Voltage,AC Phase C Voltage,AC Phase A Current,AC Phase B Current,AC Phase C Current,Total Current,Power,Battery Charged Power,Date Time
FLM-North-2,IBJ001,49.4,-81.1,34,Batt.,49.4,0.0,0.0,0,0,0,0,0,0,0,4006.34,4006.34,2022-03-01 00:46:45.003602
FLM-North-2,IBJ001,49.3,-85.6,34,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4220.08,4220.08,2022-03-01 00:46:46.003602
FLM-North-2,IBJ001,49.0,-84.1,35,Batt.,49.0,0.0,0.0,0,0,0,0,0,0,0,4120.9,4120.9,2022-03-01 00:46:47.003602
FLM-North-2,IBJ001,48.8,-86.8,35,Batt.,48.7,0.0,0.0,0,0,0,0,0,0,0,4235.84,4235.84,2022-03-01 00:46:48.003602
FLM-North-2,IBJ001,48.6,-87.5,36,Batt.,48.6,0.0,0.0,0,0,0,0,0,0,0,4252.5,4252.5,2022-03-01 00:46:49.003602
FLM-North-2,IBJ001,48.4,-89.6,36,Batt.,48.4,0.0,0.0,0,0,0,0,0,0,0,4336.64,4336.64,2022-03-01 00:46:50.003602
FLM-North-2,IBJ001,48.3,-85.7,36,Batt.,48.3,0.0,0.0,0,0,0,0,0,0,0,4139.31,4139.31,2022-03-01 00:46:51.003602
FLM-North-2,IBJ001,48.2,-90.4,36,Batt.,48.2,0.0,0.0,0,0,0,0,0,0,0,4357.28,4357.28,2022-03-01 00:46:52.003602
FLM-North-2,IBJ001,48.3,-91.9,36,Batt.,48.3,0.0,0.0,0,0,0,0,0,0,0,4438.77,4438.77,2022-03-01 00:46:53.003602
FLM-North-2,IBJ001,48.0,-89.0,36,Batt.,48.0,0.0,0.0,0,0,0,0,0,0,0,4272.0,4272.0,2022-03-01 00:46:54.003602
FLM-North-2,IBJ001,47.8,-90.7,36,Batt.,47.9,0.0,0.0,0,0,0,0,0,0,0,4335.46,4335.46,2022-03-01 00:46:55.003602
FLM-North-2,IBJ001,47.7,-91.9,36,Batt.,47.7,0.0,0.0,0,0,0,0,0,0,0,4383.63,4383.63,2022-03-01 00:46:56.003602
FLM-North-2,IBJ001,55.1,89.6,36,Mains,55.0,0.0,0.0,237,228,254,15,17,7,39,9209.0,4936.96,2022-03-01 00:46:57.003602
FLM-North-2,IBJ001,55.0,93.0,36,D.G.,54.9,0.0,0.0,238,229,255,15,17,7,39,9248.0,5115.0,2022-03-01 00:46:58.003602
FLM-North-2,IBJ001,55.1,89.1,36,D.G.,54.9,0.0,0.0,236,227,255,15,17,7,39,9184.0,4909.41,2022-03-01 00:46:59.003602
FLM-North-2,IBJ001,55.2,88.5,37,D.G.,55.1,0.0,0.0,236,228,254,15,16,7,38,8966.0,4885.2,2022-03-01 00:47:00.003602
FLM-North-2,IBJ001,55.3,88.2,38,D.G.,55.1,0.0,0.0,236,228,254,16,16,7,39,9202.0,4877.46,2022-03-01 00:47:01.003602
FLM-North-2,IBJ001,55.4,90.1,38,D.G.,55.4,0.0,0.0,237,229,255,15,17,7,39,9233.0,4991.54,2022-03-01 00:47:02.003602
FLM-North-2,IBJ001,55.6,88.1,38,D.G.,55.4,0.0,0.0,237,228,255,15,17,7,39,9216.0,4898.36,2022-03-01 00:47:03.003602
FLM-North-2,IBJ001,55.7,86.5,38,D.G.,55.5,0.0,0.0,236,228,255,15,17,7,39,9201.0,4818.05,2022-03-01 00:47:04.003602
FLM-North-2,IBJ001,55.8,87.6,39,D.G.,55.7,0.0,0.0,236,228,255,15,16,7,38,8973.0,4888.08,2022-03-01 00:47:05.003602
FLM-North-2,IBJ001,55.9,89.2,39,D.G.,55.8,0.0,0.0,237,228,255,15,17,7,39,9216.0,4986.28,2022-03-01 00:47:06.003602
FLM-North-2,IBJ001,56.1,87.2,39,D.G.,56.0,0.0,0.0,237,229,255,16,17,7,40,9470.0,4891.92,2022-03-01 00:47:07.003602
FLM-North-2,IBJ001,50.1,-91.1,39,Batt.,50.1,0.0,0.0,0,0,0,0,0,0,0,4564.11,4564.11,2022-03-01 00:47:08.003602
FLM-North-2,IBJ001,49.7,-89.5,39,Batt.,49.7,0.0,0.0,0,0,0,0,0,0,0,4448.15,4448.15,2022-03-01 00:47:09.003602
FLM-North-2,IBJ001,49.4,-92.4,39,Batt.,49.4,0.0,0.0,0,0,0,0,0,0,0,4564.56,4564.56,2022-03-01 00:47:10.003602
FLM-North-2,IBJ001,49.3,-90.9,39,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4481.37,4481.37,2022-03-01 00:47:11.003602
FLM-North-2,IBJ001,49.1,-90.6,38,Batt.,49.1,0.0,0.0,0,0,0,0,0,0,0,4448.46,4448.46,2022-03-01 00:47:12.003602
FLM-North-2,IBJ001,49.0,-90.6,38,Batt.,49.0,0.0,0.0,0,0,0,0,0,0,0,4439.4,4439.4,2022-03-01 00:47:13.003602
FLM-North-2,IBJ001,48.9,-86.8,38,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4244.52,4244.52,2022-03-01 00:47:14.003602
FLM-North-2,IBJ001,48.7,-88.9,38,Batt.,48.7,0.0,0.0,0,0,0,0,0,0,0,4329.43,4329.43,2022-03-01 00:47:15.003602
FLM-North-2,IBJ001,48.4,-94.8,38,Batt.,48.4,0.0,0.0,0,0,0,0,0,0,0,4588.32,4588.32,2022-03-01 00:47:16.003602
FLM-North-2,IBJ001,48.3,-88.2,38,Batt.,48.3,0.0,0.0,0,0,0,0,0,0,0,4260.06,4260.06,2022-03-01 00:47:17.003602
FLM-North-2,IBJ001,48.0,-94.5,38,Batt.,48.0,0.0,0.0,0,0,0,0,0,0,0,4536.0,4536.0,2022-03-01 00:47:18.003602
FLM-North-2,IBJ001,47.7,-92.1,38,Batt.,47.7,0.0,0.0,231,231,237,0,0,0,0,4393.17,4393.17,2022-03-01 00:47:19.003602
FLM-North-2,IBJ001,54.8,89.0,38,Mains,54.7,0.0,0.0,237,228,254,15,16,7,38,8981.0,4877.2,2022-03-01 00:47:20.003602
FLM-North-2,IBJ001,54.8,89.0,38,Mains,54.7,0.0,0.0,237,228,254,15,16,7,38,8981.0,4877.2,2022-03-01 00:47:21.003602
FLM-North-2,IBJ001,54.9,86.3,38,D.G.,54.7,0.0,0.0,237,228,255,15,17,7,39,9216.0,4737.87,2022-03-01 00:47:22.003602
FLM-North-2,IBJ001,55.0,87.2,39,D.G.,54.8,0.0,0.0,237,227,255,15,17,7,39,9199.0,4796.0,2022-03-01 00:47:23.003602
FLM-North-2,IBJ001,55.1,87.8,39,D.G.,55.0,0.0,0.0,235,229,254,15,17,7,39,9196.0,4837.78,2022-03-01 00:47:24.003602
FLM-North-2,IBJ001,55.3,88.6,40,D.G.,55.1,0.0,0.0,237,228,254,15,17,7,39,9209.0,4899.58,2022-03-01 00:47:25.003602
FLM-North-2,IBJ001,55.4,88.1,40,D.G.,55.2,0.0,0.0,237,227,255,15,17,7,39,9199.0,4880.74,2022-03-01 00:47:26.003602
FLM-North-2,IBJ001,55.5,87.1,40,D.G.,55.4,0.0,0.0,237,228,254,15,17,7,39,9209.0,4834.05,2022-03-01 00:47:27.003602
FLM-North-2,IBJ001,55.6,87.9,40,D.G.,55.4,0.0,0.0,237,229,255,15,17,7,39,9233.0,4887.24,2022-03-01 00:47:28.003602
FLM-North-2,IBJ001,55.9,92.4,40,D.G.,55.8,0.0,0.0,236,227,254,16,16,7,39,9186.0,5165.16,2022-03-01 00:47:29.003602
FLM-North-2,IBJ001,56.0,91.3,40,D.G.,55.9,0.0,0.0,236,227,255,15,16,7,38,8957.0,5112.8,2022-03-01 00:47:30.003602
FLM-North-2,IBJ001,56.2,90.1,40,D.G.,56.0,0.0,0.0,237,228,255,15,17,7,39,9216.0,5063.62,2022-03-01 00:47:31.003602
FLM-North-2,IBJ001,50.1,-80.8,40,Batt.,50.0,0.0,0.0,0,0,0,0,0,0,0,4048.08,4048.08,2022-03-01 00:47:32.003602
FLM-North-2,IBJ001,49.7,-83.6,39,Batt.,49.7,0.0,0.0,0,0,0,0,0,0,0,4154.92,4154.92,2022-03-01 00:47:33.003602
FLM-North-2,IBJ001,49.6,-84.2,39,Batt.,49.6,0.0,0.0,0,0,0,0,0,0,0,4176.32,4176.32,2022-03-01 00:47:34.003602
FLM-North-2,IBJ001,49.5,-85.2,38,Batt.,49.4,0.0,0.0,0,0,0,0,0,0,0,4217.4,4217.4,2022-03-01 00:47:35.003602
FLM-North-2,IBJ001,49.3,-79.2,38,Batt.,49.4,0.0,0.0,0,0,0,0,0,0,0,3904.56,3904.56,2022-03-01 00:47:36.003602
FLM-North-2,IBJ001,49.2,-82.1,38,Batt.,49.2,0.0,0.0,0,0,0,0,0,0,0,4039.32,4039.32,2022-03-01 00:47:37.003602
FLM-North-2,IBJ001,49.0,-86.8,37,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4253.2,4253.2,2022-03-01 00:47:38.003602
FLM-North-2,IBJ001,48.9,-82.7,37,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4044.03,4044.03,2022-03-01 00:47:39.003602
FLM-North-2,IBJ001,48.6,-92.4,37,Batt.,48.5,0.0,0.0,0,0,0,0,0,0,0,4490.64,4490.64,2022-03-01 00:47:40.003602
FLM-North-2,IBJ001,48.5,-82.7,37,Batt.,48.5,0.0,0.0,0,0,0,0,0,0,0,4010.95,4010.95,2022-03-01 00:47:41.003602
FLM-North-2,IBJ001,48.2,-89.2,37,Batt.,48.2,0.0,0.0,0,0,0,0,0,0,0,4299.44,4299.44,2022-03-01 00:47:42.003602
FLM-North-2,IBJ001,47.9,-93.1,37,Batt.,47.9,0.0,0.0,0,0,0,0,0,0,0,4459.49,4459.49,2022-03-01 00:47:43.003602
FLM-North-2,IBJ001,47.5,-91.8,37,Batt.,47.5,0.0,0.0,231,232,242,0,0,0,0,4360.5,4360.5,2022-03-01 00:47:44.003602
FLM-North-2,IBJ001,47.5,-91.8,37,Batt.,47.5,0.0,0.0,231,232,242,0,0,0,0,4360.5,4360.5,2022-03-01 00:47:45.003602
FLM-North-2,IBJ001,54.7,90.5,37,D.G.,54.6,0.0,0.0,238,228,255,15,17,7,39,9231.0,4950.35,2022-03-01 00:47:46.003602
FLM-North-2,IBJ001,54.9,90.7,38,D.G.,54.7,0.0,0.0,237,228,255,15,17,7,39,9216.0,4979.43,2022-03-01 00:47:47.003602
FLM-North-2,IBJ001,55.1,92.1,38,D.G.,54.9,0.0,0.0,237,228,255,16,17,7,40,9453.0,5074.71,2022-03-01 00:47:48.003602
FLM-North-2,IBJ001,55.2,91.7,39,D.G.,55.0,0.0,0.0,237,227,254,15,16,7,38,8965.0,5061.84,2022-03-01 00:47:49.003602
FLM-North-2,IBJ001,55.3,88.4,39,D.G.,55.1,0.0,0.0,237,228,256,15,17,7,39,9223.0,4888.52,2022-03-01 00:47:50.003602
FLM-North-2,IBJ001,55.4,88.4,40,D.G.,55.2,0.0,0.0,237,229,255,15,17,7,39,9233.0,4897.36,2022-03-01 00:47:51.003602
FLM-North-2,IBJ001,55.5,87.9,40,D.G.,55.4,0.0,0.0,237,228,255,15,17,7,39,9216.0,4878.45,2022-03-01 00:47:52.003602
FLM-North-2,IBJ001,54.5,49.7,40,D.G.,54.5,0.0,0.0,214,200,227,4,12,12,28,5980.0,2708.65,2022-03-01 00:47:53.003602
FLM-North-2,IBJ001,55.7,87.7,40,D.G.,55.6,0.0,0.0,218,195,216,17,20,8,45,9334.0,4884.89,2022-03-01 00:47:54.003602
FLM-North-2,IBJ001,55.9,88.6,41,D.G.,55.8,0.0,0.0,219,187,213,17,21,8,46,9354.0,4952.74,2022-03-01 00:47:55.003602
FLM-North-2,IBJ001,56.0,88.3,41,D.G.,55.8,0.0,0.0,222,187,215,17,21,8,46,9421.0,4944.8,2022-03-01 00:47:56.003602
FLM-North-2,IBJ001,56.1,87.3,41,D.G.,56.0,0.0,0.0,223,186,214,17,21,8,46,9409.0,4897.53,2022-03-01 00:47:57.003602
FLM-North-2,IBJ001,56.2,85.4,42,D.G.,56.1,0.0,0.0,222,189,214,17,20,8,45,9266.0,4799.48,2022-03-01 00:47:58.003602
FLM-North-2,IBJ001,56.3,84.1,42,D.G.,56.1,0.0,0.0,224,191,216,17,20,8,45,9356.0,4734.83,2022-03-01 00:47:59.003602
FLM-North-2,IBJ001,56.4,82.7,42,D.G.,56.3,0.0,0.0,221,191,215,16,19,8,43,8885.0,4664.28,2022-03-01 00:48:00.003602
FLM-North-2,IBJ001,56.4,80.4,42,D.G.,56.3,0.0,0.0,216,186,210,17,20,8,45,9072.0,4534.56,2022-03-01 00:48:01.003602
FLM-North-2,IBJ001,56.4,75.3,42,D.G.,56.3,0.0,0.0,219,192,213,15,18,8,41,8445.0,4246.92,2022-03-01 00:48:02.003602
FLM-North-2,IBJ001,56.4,71.4,42,D.G.,56.3,0.0,0.0,218,195,214,15,17,8,40,8297.0,4026.96,2022-03-01 00:48:03.003602
FLM-North-2,IBJ001,56.4,68.5,42,D.G.,56.3,0.0,0.0,225,202,220,15,16,8,39,8367.0,3863.4,2022-03-01 00:48:04.003602
FLM-North-2,IBJ001,50.7,-90.4,42,Batt.,50.6,0.0,0.0,0,0,0,0,0,0,0,4583.28,4583.28,2022-03-01 00:48:05.003602
FLM-North-2,IBJ001,50.0,-84.4,41,Batt.,50.0,0.0,0.0,0,0,0,0,0,0,0,4220.0,4220.0,2022-03-01 00:48:06.003602
FLM-North-2,IBJ001,49.9,-82.5,41,Batt.,50.0,0.0,0.0,0,0,0,0,0,0,0,4116.75,4116.75,2022-03-01 00:48:07.003602
FLM-North-2,IBJ001,49.7,-86.2,40,Batt.,49.7,0.0,0.0,0,0,0,0,0,0,0,4284.14,4284.14,2022-03-01 00:48:08.003602
FLM-North-2,IBJ001,49.6,-86.6,39,Batt.,49.6,0.0,0.0,0,0,0,0,0,0,0,4295.36,4295.36,2022-03-01 00:48:09.003602
FLM-North-2,IBJ001,49.6,-85.9,38,Batt.,49.5,0.0,0.0,0,0,0,0,0,0,0,4260.64,4260.64,2022-03-01 00:48:10.003602
FLM-North-2,IBJ001,49.3,-88.7,38,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4372.91,4372.91,2022-03-01 00:48:11.003602
FLM-North-2,IBJ001,49.3,-83.9,37,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4136.27,4136.27,2022-03-01 00:48:12.003602
FLM-North-2,IBJ001,49.1,-88.6,37,Batt.,49.1,0.0,0.0,0,0,0,0,0,0,0,4350.26,4350.26,2022-03-01 00:48:13.003602
FLM-North-2,IBJ001,49.1,-80.9,37,Batt.,49.1,0.0,0.0,0,0,0,0,0,0,0,3972.19,3972.19,2022-03-01 00:48:14.003602
FLM-North-2,IBJ001,49.0,-82.4,37,Batt.,49.0,0.0,0.0,0,0,0,0,0,0,0,4037.6,4037.6,2022-03-01 00:48:15.003602
FLM-North-2,IBJ001,48.8,-91.7,36,Batt.,48.7,0.0,0.0,0,0,0,0,0,0,0,4474.96,4474.96,2022-03-01 00:48:16.003602
FLM-North-2,IBJ001,54.9,87.5,36,Mains,54.8,0.0,0.0,234,203,226,15,19,8,42,9175.0,4803.75,2022-03-01 00:48:17.003602
FLM-North-2,IBJ001,55.3,90.3,36,D.G.,55.1,0.0,0.0,225,205,224,16,18,8,42,9082.0,4993.59,2022-03-01 00:48:18.003602
FLM-North-2,IBJ001,55.7,93.0,36,D.G.,55.5,0.0,0.0,226,203,224,16,18,8,42,9062.0,5180.1,2022-03-01 00:48:19.003602
FLM-North-2,IBJ001,55.8,93.7,36,D.G.,55.7,0.0,0.0,233,198,223,16,19,8,43,9274.0,5228.46,2022-03-01 00:48:20.003602
FLM-North-2,IBJ001,56.1,91.9,36,D.G.,55.9,0.0,0.0,230,201,224,16,19,8,43,9291.0,5155.59,2022-03-01 00:48:21.003602
FLM-North-2,IBJ001,56.4,91.0,36,D.G.,56.2,0.0,0.0,229,200,224,16,19,8,43,9256.0,5132.4,2022-03-01 00:48:22.003602
FLM-North-2,IBJ001,56.4,87.4,36,D.G.,56.2,0.0,0.0,228,200,223,16,20,8,44,9432.0,4929.36,2022-03-01 00:48:23.003602
FLM-North-2,IBJ001,56.4,80.8,36,D.G.,56.2,0.0,0.0,232,205,225,15,18,8,41,8970.0,4557.12,2022-03-01 00:48:24.003602
FLM-North-2,IBJ001,56.4,78.2,36,D.G.,56.3,0.0,0.0,228,206,223,15,17,8,40,8706.0,4410.48,2022-03-01 00:48:25.003602
FLM-North-2,IBJ001,56.3,70.9,36,D.G.,56.1,0.0,0.0,229,209,225,14,15,7,36,7916.0,3991.67,2022-03-01 00:48:26.003602
FLM-North-2,IBJ001,56.3,68.1,36,D.G.,56.1,0.0,0.0,229,209,225,13,15,7,35,7687.0,3834.03,2022-03-01 00:48:27.003602
FLM-North-2,IBJ001,56.3,64.3,36,D.G.,56.2,0.0,0.0,228,208,224,13,15,7,35,7652.0,3620.09,2022-03-01 00:48:28.003602
FLM-North-2,IBJ001,50.4,-78.1,36,Batt.,50.3,0.0,0.0,0,0,0,0,0,0,0,3936.24,3936.24,2022-03-01 00:48:29.003602
FLM-North-2,IBJ001,50.1,-69.5,35,Batt.,50.1,0.0,0.0,0,0,0,0,0,0,0,3481.95,3481.95,2022-03-01 00:48:30.003602
FLM-North-2,IBJ001,49.7,-88.7,35,Batt.,49.7,0.0,0.0,0,0,0,0,0,0,0,4408.39,4408.39,2022-03-01 00:48:31.003602
FLM-North-2,IBJ001,49.6,-87.6,34,Batt.,49.6,0.0,0.0,0,0,0,0,0,0,0,4344.96,4344.96,2022-03-01 00:48:32.003602
FLM-North-2,IBJ001,49.4,-85.8,33,Batt.,49.5,0.0,0.0,0,0,0,0,0,0,0,4238.52,4238.52,2022-03-01 00:48:33.003602
FLM-North-2,IBJ001,49.4,-87.0,33,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4297.8,4297.8,2022-03-01 00:48:34.003602
FLM-North-2,IBJ001,49.2,-90.3,33,Batt.,49.1,0.0,0.0,0,0,0,0,0,0,0,4442.76,4442.76,2022-03-01 00:48:35.003602
FLM-North-2,IBJ001,49.1,-89.0,33,Batt.,49.0,0.0,0.0,0,0,0,0,0,0,0,4369.9,4369.9,2022-03-01 00:48:36.003602
FLM-North-2,IBJ001,48.9,-89.4,33,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4371.66,4371.66,2022-03-01 00:48:37.003602
FLM-North-2,IBJ001,48.9,-87.0,33,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4254.3,4254.3,2022-03-01 00:48:38.003602
FLM-North-2,IBJ001,48.9,-77.9,32,Batt.,48.9,0.0,0.0,229,226,225,0,0,0,0,3809.31,3809.31,2022-03-01 00:48:39.003602
FLM-North-2,IBJ001,48.9,-77.9,32,Batt.,48.9,0.0,0.0,229,226,225,0,0,0,0,3809.31,3809.31,2022-03-01 00:48:40.003602
FLM-North-2,IBJ001,50.6,-83.8,32,D.G.,50.6,0.0,0.0,223,201,221,8,10,8,26,4240.28,4240.28,2022-03-01 00:48:41.003602
FLM-North-2,IBJ001,48.9,-91.0,32,Batt.,48.9,0.0,0.0,0,0,0,0,0,0,0,4449.9,4449.9,2022-03-01 00:48:42.003602
FLM-North-2,IBJ001,55.0,86.6,32,Mains,54.9,0.0,0.0,221,202,219,16,18,8,42,8924.0,4763.0,2022-03-01 00:48:43.003602
FLM-North-2,IBJ001,55.3,89.6,32,D.G.,55.1,0.0,0.0,222,202,221,16,19,8,43,9158.0,4954.88,2022-03-01 00:48:44.003602
FLM-North-2,IBJ001,55.6,93.3,33,D.G.,55.4,0.0,0.0,222,199,220,17,19,8,44,9315.0,5187.48,2022-03-01 00:48:45.003602
FLM-North-2,IBJ001,55.8,91.9,33,D.G.,55.7,0.0,0.0,224,195,219,16,20,8,44,9236.0,5128.02,2022-03-01 00:48:46.003602
FLM-North-2,IBJ001,55.9,89.6,34,D.G.,55.7,0.0,0.0,222,195,218,16,20,8,44,9196.0,5008.64,2022-03-01 00:48:47.003602
FLM-North-2,IBJ001,56.2,91.9,34,D.G.,56.1,0.0,0.0,223,198,220,16,19,8,43,9090.0,5164.78,2022-03-01 00:48:48.003602
FLM-North-2,IBJ001,56.5,89.8,34,D.G.,56.4,0.0,0.0,223,200,221,16,18,8,42,8936.0,5073.7,2022-03-01 00:48:49.003602
FLM-North-2,IBJ001,56.4,83.7,34,D.G.,56.3,0.0,0.0,230,207,226,15,17,8,40,8777.0,4720.68,2022-03-01 00:48:50.003602
FLM-North-2,IBJ001,56.4,83.7,34,D.G.,56.3,0.0,0.0,230,207,226,15,17,8,40,8777.0,4720.68,2022-03-01 00:48:51.003602
FLM-North-2,IBJ001,49.9,-84.8,35,Batt.,49.9,0.0,0.0,0,0,0,0,0,0,0,4231.52,4231.52,2022-03-01 00:48:52.003602
FLM-North-2,IBJ001,49.7,-87.7,34,Batt.,49.7,0.0,0.0,0,0,0,0,0,0,0,4358.69,4358.69,2022-03-01 00:48:53.003602
FLM-North-2,IBJ001,49.6,-86.5,33,Batt.,49.6,0.0,0.0,0,0,0,0,0,0,0,4290.4,4290.4,2022-03-01 00:48:54.003602
FLM-North-2,IBJ001,49.3,-90.3,33,Batt.,49.3,0.0,0.0,0,0,0,0,0,0,0,4451.79,4451.79,2022-03-01 00:48:55.003602
FLM-North-2,IBJ001,49.2,-88.1,33,Batt.,49.2,0.0,0.0,0,0,0,0,0,0,0,4334.52,4334.52,2022-03-01 00:48:56.003602
FLM-North-2,IBJ001,49.0,-87.6,32,Batt.,49.0,0.0,0.0,0,0,0,0,0,0,0,4292.4,4292.4,2022-03-01 00:48:57.003602
FLM-North-2,IBJ001,48.7,-90.1,32,Batt.,48.7,0.0,0.0,0,0,0,0,0,0,0,4387.87,4387.87,2022-03-01 00:48:58.003602
FLM-North-2,IBJ001,48.6,-90.1,32,Batt.,48.6,0.0,0.0,0,0,0,0,0,0,0,4378.86,4378.86,2022-03-01 00:48:59.003602
FLM-North-2,IBJ001,48.6,-89.2,32,Batt.,48.6,0.0,0.0,0,0,0,0,0,0,0,4335.12,4335.12,2022-03-01 00:49:00.003602
FLM-North-2,IBJ001,54.9,85.9,31,Mains,54.7,0.0,0.0,236,228,254,15,16,7,38,8966.0,4715.91,2022-03-01 00:49:01.003602
FLM-North-2,IBJ001,55.1,84.1,31,D.G.,54.9,0.0,0.0,237,228,254,15,16,7,38,8981.0,4633.91,2022-03-01 00:49:02.003602
FLM-North-2,IBJ001,55.3,86.2,31,D.G.,55.1,0.0,0.0,237,228,255,15,17,7,39,9216.0,4766.86,2022-03-01 00:49:03.003602
FLM-North-2,IBJ001,55.5,85.4,31,D.G.,55.4,0.0,0.0,237,227,254,15,16,7,38,8965.0,4739.7,2022-03-01 00:49:04.003602
FLM-North-2,IBJ001,55.7,86.0,32,D.G.,55.5,0.0,0.0,237,228,255,15,17,7,39,9216.0,4790.2,2022-03-01 00:49:05.003602
FLM-North-2,IBJ001,56.0,86.0,32,D.G.,55.8,0.0,0.0,236,228,254,15,17,7,39,9194.0,4816.0,2022-03-01 00:49:06.003602
FLM-North-2,IBJ001,56.3,87.1,32,D.G.,56.1,0.0,0.0,236,228,254,15,16,7,38,8966.0,4903.73,2022-03-01 00:49:07.003602
FLM-North-2,IBJ001,56.4,83.8,32,D.G.,56.3,0.0,0.0,236,228,254,15,17,7,39,9194.0,4726.32,2022-03-01 00:49:08.003602
FLM-North-2,IBJ001,56.5,78.1,32,D.G.,56.4,0.0,0.0,237,227,253,14,16,7,37,8721.0,4412.65,2022-03-01 00:49:09.003602
FLM-North-2,IBJ001,56.5,75.7,32,D.G.,56.4,0.0,0.0,235,228,251,14,15,7,36,8467.0,4277.05,2022-03-01 00:49:10.003602
FLM-North-2,IBJ001,56.4,69.8,32,D.G.,56.3,0.0,0.0,234,228,252,14,15,7,36,8460.0,3936.72,2022-03-01 00:49:11.003602
FLM-North-2,IBJ001,56.5,66.7,32,D.G.,56.4,0.0,0.0,234,229,251,14,14,7,35,8239.0,3768.55,2022-03-01 00:49:12.003602
FLM-North-2,IBJ001,56.5,63.1,32,D.G.,56.4,0.0,0.0,234,229,251,13,14,7,34,8005.0,3565.15,2022-03-01 00:49:13.003602
FLM-North-2,IBJ001,56.5,61.1,32,D.G.,56.4,0.0,0.0,235,227,251,13,14,6,33,7739.0,3452.15,2022-03-01 00:49:14.003602
FLM-North-2,IBJ001,56.5,57.8,32,D.G.,56.4,0.0,0.0,234,228,251,13,13,6,32,7512.0,3265.7,2022-03-01 00:49:15.003602
FLM-North-2,IBJ001,56.5,56.0,32,D.G.,56.4,0.0,0.0,234,228,251,13,13,6,32,7512.0,3164.0,2022-03-01 00:49:16.003602
FLM-North-2,IBJ001,56.5,52.8,32,D.G.,56.4,0.0,0.0,233,228,250,13,13,6,32,7493.0,2983.2,2022-03-01 00:49:17.003602
FLM-North-2,IBJ001,56.5,51.0,32,D.G.,56.4,0.0,0.0,234,229,249,12,13,6,31,7279.0,2881.5,2022-03-01 00:49:18.003602
FLM-North-2,IBJ001,56.5,49.2,32,D.G.,56.4,0.0,0.0,234,228,250,12,12,6,30,7044.0,2779.8,2022-03-01 00:49:19.003602
FLM-North-2,IBJ001,56.5,47.5,32,D.G.,56.4,0.0,0.0,234,228,250,12,12,6,30,7044.0,2683.75,2022-03-01 00:49:20.003602
FLM-North-2,IBJ001,56.5,45.6,32,D.G.,56.4,0.0,0.0,234,227,250,12,12,6,30,7032.0,2576.4,2022-03-01 00:49:21.003602
FLM-North-2,IBJ001,56.5,43.8,32,D.G.,56.4,0.0,0.0,235,229,250,12,12,6,30,7068.0,2474.7,2022-03-01 00:49:22.003602
FLM-North-2,IBJ001,56.5,42.9,32,D.G.,56.4,0.0,0.0,234,229,249,11,12,6,29,6816.0,2423.85,2022-03-01 00:49:23.003602
FLM-North-2,IBJ001,56.5,41.0,32,D.G.,56.4,0.0,0.0,234,229,249,11,11,6,28,6587.0,2316.5,2022-03-01 00:49:24.003602
FLM-North-2,IBJ001,56.5,40.0,32,D.G.,56.4,0.0,0.0,233,229,249,11,11,6,28,6576.0,2260.0,2022-03-01 00:49:25.003602
FLM-North-2,IBJ001,56.5,39.0,32,D.G.,56.4,0.0,0.0,234,229,249,11,11,5,27,6338.0,2203.5,2022-03-01 00:49:26.003602
FLM-North-2,IBJ001,56.5,37.8,32,D.G.,56.4,0.0,0.0,234,229,248,11,11,5,27,6333.0,2135.7,2022-03-01 00:49:27.003602
FLM-North-2,IBJ001,56.5,36.2,32,D.G.,56.4,0.0,0.0,233,228,250,11,11,5,27,6321.0,2045.3,2022-03-01 00:49:28.003602
FLM-North-2,IBJ001,56.5,35.4,32,D.G.,56.4,0.0,0.0,234,229,249,11,11,5,27,6338.0,2000.1,2022-03-01 00:49:29.003602
FLM-North-2,IBJ001,56.5,34.3,32,D.G.,56.4,0.0,0.0,234,229,249,10,11,5,26,6104.0,1937.95,2022-03-01 00:49:30.003602
FLM-North-2,IBJ001,56.5,33.7,32,D.G.,56.4,0.0,0.0,233,228,249,10,11,5,26,6083.0,1904.05,2022-03-01 00:49:31.003602
FLM-North-2,IBJ001,56.5,32.8,32,D.G.,56.4,0.0,0.0,233,229,249,10,10,5,25,5865.0,1853.2,2022-03-01 00:49:32.003602
FLM-North-2,IBJ001,56.5,31.5,31,D.G.,56.4,0.0,0.0,234,229,249,10,10,5,25,5875.0,1779.75,2022-03-01 00:49:33.003602
FLM-North-2,IBJ001,56.5,31.1,31,D.G.,56.4,0.0,0.0,233,229,249,10,10,5,25,5865.0,1757.15,2022-03-01 00:49:34.003602
